VIN,accident,body_style,damage,drive_type,engine,ext_color,fuel,int_color,location,mileage,one_owner,personal,price,service,transmission,name,make,model,trim,special
3N1AB7AP5GY273487,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Silver,Gasoline,Black,"Bronx, NY ","12,954",CARFAX 1-Owner vehicle,Service history records,"13,676.00",Nissan Certified Pre-Owned,Automatic,2016,Nissan,Sentra SR,,
1G11B5SL0EF184596,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.5 L,Blue,Gasoline,Gray,"New Rochelle, NY ","33,594",CARFAX 1-Owner vehicle,Personal vehicle,"11,435.00",Service history records,Automatic,2014,Chevrolet,Malibu LS,LS1,
5NPEB4ACXEH893997,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.4 L,Gray,Gasoline,Unspecified,"Bayside, NY ","36,943",CARFAX 1-Owner vehicle,Personal vehicle,"10,995.00",Service history records,Automatic,2014,Hyundai,Sonata GLS,,
4S4BRBJC7B3333389,No accidents reported to CARFAX,Wagon,No other damage reported to CARFAX,AWD,4 Cyl 2.5 L,Blue,Gasoline,Tan,"Stamford, CT ","93,936",CARFAX 1-Owner vehicle,Personal vehicle,"11,999.00",Service history record,Automatic,2011,Subaru,Outback 2.5i,Limited,
2T1BURHE5FC314405,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Blue,Gasoline,Black,"South River, NJ ","64,360",CARFAX 1-Owner vehicle,Personal lease vehicle,"12,395.00",Regular oil changes,Automatic,2015,Toyota,Corolla S,,
1N4AL3AP6HC219439,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.5 L,Black,Gasoline,Black,"Inwood, NY ","10,643",CARFAX 1-Owner vehicle,Personal lease vehicle,"14,247.00",Service history records,Automatic,2017,Nissan,Altima SR,,
1VWBT7A34EC038173,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,White,Gasoline,Black,"Asbury Park, NJ ","33,434",CARFAX 1-Owner vehicle,Personal lease vehicle,"11,294.00",Service history records,Automatic,2014,Volkswagen,Passat SE,,
JM1BM1M76F1241574,No accidents reported to CARFAX,Hatchback,No other damage reported to CARFAX,FWD,4 Cyl 2.0 L,Black,Gasoline,Black,"Warwick, NY ","17,160",CARFAX 1-Owner vehicle,Personal lease vehicle,"14,995.00",Service history records,Automatic,2015,Mazda,Mazda3 i,Grand,Touring
1N4AL3AP8FC409272,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.5 L,Silver,Gasoline,Unspecified,"North Plainfield, NJ ","34,037",CARFAX 1-Owner vehicle,Personal lease vehicle,"12,809.00",Service history records,Automatic,2015,Nissan,Altima S,,
4T1BE46K77U176715,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.4 L,Gray,Gasoline,Black,"Medford, NY ","62,001",CARFAX 1-Owner vehicle,Personal vehicle,"7,333.00",Regular oil changes,Automatic,2007,Toyota,Camry CE,,
3N1CE2CP5FL395181,No accidents reported to CARFAX,Hatchback,No other damage reported to CARFAX,FWD,4 Cyl 1.6 L,Blue,Gasoline,Black,"Bronx, NY ","49,217",CARFAX 1-Owner vehicle,Service history records,"8,994.00",Nissan Certified Pre-Owned,Automatic,2015,Nissan,Versa,Note SV,
1VWAP7A3XEC010300,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,5 Cyl 2.5 L,White,Gasoline,Tan,"Totowa, NJ ","48,010",CARFAX 1-Owner vehicle,Service history records,"9,995.00",At least 1 open recall,Automatic,2014,Volkswagen,Passat Wolfsburg,Edition,
19XFB2F50FE231662,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Silver,Gasoline,Gray,"Hackettstown, NJ ","40,989",CARFAX 1-Owner vehicle,Personal lease vehicle,"12,495.00",Service history records,Automatic,2015,Honda,Civic LX,,
KMHDH4AE3FU300933,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Silver,Gasoline,Black,"Rahway, NJ ","42,082",CARFAX 1-Owner vehicle,Personal lease vehicle,"11,495.00",Service history record,Automatic,2015,Hyundai,Elantra Limited,Edition,
3FA6P0H79FR273007,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.5 L,Silver,Gasoline,Unspecified,"Mendham, NJ ","29,675",CARFAX 1-Owner vehicle,Regular oil changes,"13,900.00",Ford Certified Pre-Owned,Automatic,2015,Ford,Fusion SE,,
5NPDH4AE2FH601580,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Red,Gasoline,Tan,"Denville, NJ ","21,795",CARFAX 1-Owner vehicle,Service history records,"13,000.00",Hyundai Certified Pre-Owned,Automatic,2015,Hyundai,Elantra SE,,
3VWF17AT1HM626087,No accidents reported to CARFAX,Hatchback,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Black,Gasoline,Black,"Lyndhurst, NJ ","4,239",CARFAX 1-Owner vehicle,Personal lease vehicle,"14,995.00",Service history records,Automatic,2017,Volkswagen,Beetle ,S,
5TELU42N67Z337820,No accidents reported to CARFAX,Pickup,No other damage reported to CARFAX,4WD,6 Cyl 4.0 L,Silver,Gasoline,Gray,"Lake Hopatcong, NJ ","143,975",CARFAX 1-Owner vehicle,Personal vehicle,"13,786.00",Service history records,Automatic,2007,Toyota,Tacoma ,,
1HGCR2F34FA079757,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.4 L,Gray,Gasoline,Gray,"Woodside, NY ","18,802",CARFAX 1-Owner vehicle,Personal lease vehicle,"14,624.00",Service history records,Automatic,2015,Honda,Accord LX,,
19XFB2F92FE244965,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Gray,Gasoline,Gray,"Hackettstown, NJ ","36,122",CARFAX 1-Owner vehicle,Personal lease vehicle,"14,795.00",Service history records,Automatic,2015,Honda,Civic EXL,,
4T1BK1EB6DU013400,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,6 Cyl 3.5 L,Gray,Gasoline,Gray,"Princeton, NJ ","84,560",CARFAX 1-Owner vehicle,Personal vehicle,"14,000.00",Service history records,Automatic,2013,Toyota,Avalon XLE,,
YV4960DZXA2052219,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,AWD,6 Cyl 3.2 L,Black,Gasoline,Unspecified,"Nyack, NY ","77,806",CARFAX 1-Owner vehicle,Personal vehicle,"11,263.00",Service history records,Automatic,2010,Volvo,XC60 ,,
2HJYK16509H500976,No accidents reported to CARFAX,Pickup,No other damage reported to CARFAX,4WD,6 Cyl 3.5 L,Blue,Gasoline,Gray,"Nyack, NY ","176,778",CARFAX 1-Owner vehicle,Personal vehicle,"9,500.00",Service history records,Automatic,2009,Honda,Ridgeline RTL,,
KM8JU3AC7DU575807,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,FWD,4 Cyl 2.4 L,Red,Gasoline,Unspecified,"Newton, NJ ","41,497",CARFAX 1-Owner vehicle,Personal vehicle,"11,863.00",Service history records,Automatic,2013,Hyundai,Tucson GLS,,
WAURVAFA0AN008602,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,AWD,8 Cyl 4.2 L,Purple,Gasoline,Brown,"Paterson, NJ ","133,612",CARFAX 1-Owner vehicle,Personal vehicle,"12,950.00",Regular oil changes,Automatic,2010,Audi,A8 4.2,,
19XFB2F50FE292154,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,White,Gasoline,Tan,"West Babylon, NY ","38,892",CARFAX 1-Owner vehicle,Personal lease vehicle,"12,227.00",Service history records,Automatic,2015,Honda,Civic LX,,
1HGCR2F31FA208635,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.4 L,Black,Gasoline,Black,"Woodside, NY ","28,492",CARFAX 1-Owner vehicle,Personal lease vehicle,"14,069.00",Service history records,Automatic,2015,Honda,Accord LX,,
5XXGN4A75EG273881,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.4 L,White,Gasoline,Gray,"Saint James, NY ","45,309",CARFAX 1-Owner vehicle,Personal vehicle,"13,493.00",Service history records,Automatic,2014,Kia,Optima EX,,
5NMSHDAG0AH345244,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,AWD,6 Cyl 3.5 L,Black,Gasoline,Brown,"Avenel, NJ ","63,226",CARFAX 1-Owner vehicle,Personal vehicle,"8,991.00",Service history records,Automatic,2010,Hyundai,Santa,Fe SE,
1N4AL3AP9FN383222,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.5 L,Gray,Gasoline,Black,"Irvington, NJ ","22,810",CARFAX 1-Owner vehicle,Personal lease vehicle,"12,988.00",Service history records,Automatic,2015,Nissan,Altima S,,
3VW2K7AJ4DM390524,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.0 L,Black,Gasoline,Black,"Paterson, NJ ","67,281",CARFAX 1-Owner vehicle,Personal vehicle,"6,495.00",Service history records,Automatic,2013,Volkswagen,Jetta S,,
JM3KE4BE4E0320219,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,AWD,4 Cyl 2.0 L,Black,Gasoline,Black,"Bronx, NY ","99,166",CARFAX 1-Owner vehicle,Service history record,"9,998.00",At least 1 open recall,Automatic,2014,Mazda,CX-5 Sport,,
KL7CJRSBXFB201427,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,AWD,4 Cyl 1.4 L,Silver,Gasoline,Black,"Saint James, NY ","31,631",CARFAX 1-Owner vehicle,Personal vehicle,"14,991.00",Service history records,Automatic,2015,Chevrolet,Trax LT,,
2HGFG11827H522605,No accidents reported to CARFAX,Coupe,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Blue,Gasoline,Gray,"Neptune, NJ ","134,367",CARFAX 1-Owner vehicle,Personal lease vehicle,"4,500.00",Service history records,Manual,2007,Honda,Civic EX,,
19XFB2F5XFE247108,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Brown,Gasoline,Tan,"West Babylon, NY ","15,868",CARFAX 1-Owner vehicle,Personal lease vehicle,"13,425.00",Service history records,Automatic,2015,Honda,Civic LX,,
1VWAT7A39FC116458,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Black,Gasoline,Black,"Neptune, NJ ","23,329",CARFAX 1-Owner vehicle,Regular oil changes,"13,150.00",VW WorldAuto Certified Pre-Owned,Automatic,2015,Volkswagen,Passat Limited,Edition,
WDDGF81X19R078003,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,AWD,6 Cyl 3.0 L,Gray,Gasoline,Black,"Totowa, NJ ","39,341",CARFAX 1-Owner vehicle,Service history records,"11,995.00",At least 1 open recall,Automatic,2009,Mercedes-Benz,C-Class C,300,Sport
WDBKK47F0YF154297,No accidents reported to CARFAX,Convertible,No other damage reported to CARFAX,RWD,4 Cyl 2.3 L,Blue,Gasoline,Black,"Jersey City, NJ ","93,767",CARFAX 1-Owner vehicle,Personal lease vehicle,"5,940.00",Service history records,Automatic,2000,Mercedes-Benz,SLK 230,,
1FAHP60A63Y109794,No accidents reported to CARFAX,Convertible,No other damage reported to CARFAX,RWD,8 Cyl 3.9 L,Black,Gasoline,Black,"Riverdale, NJ ","73,348",CARFAX 1-Owner vehicle,Personal vehicle,"11,960.00",Service history records,Automatic,2003,Ford,Thunderbird Premium,,
5NPD84LF2HH006656,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.0 L,Unspecified,Gasoline,Unspecified,"Staten Island, NY ","28,365",CARFAX 1-Owner vehicle,Personal vehicle,"11,895.00",Service history records,Automatic,2017,Hyundai,Elantra SE,,
4S3BNAE61F3014199,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,AWD,4 Cyl 2.5 L,Blue,Gasoline,Black,"Carlstadt, NJ ","68,778",CARFAX 1-Owner vehicle,Personal lease vehicle,"12,942.00",Service history record,Automatic,2015,Subaru,Legacy 2.5i,Premium,
19XFB2F59FE249304,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,White,Gasoline,Tan,"Woodside, NY ","15,519",CARFAX 1-Owner vehicle,Personal lease vehicle,"13,248.00",Service history record,Automatic,2015,Honda,Civic LX,,
19XFB2F84DE264090,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Black,Gasoline,Unspecified,"Ramsey, NJ ","41,561",CARFAX 1-Owner vehicle,Personal lease vehicle,"11,483.00",Service history records,Automatic,2013,Honda,Civic EX,,
JN8AF5MV0FT564927,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,AWD,4 Cyl 1.6 L,Silver,Gasoline,Black,"Ozone Park, NY ","23,519",CARFAX 1-Owner vehicle,Personal lease vehicle,"14,900.00",Service history records,Automatic,2015,Nissan,Juke SV,,
JF2SHABC1DH405842,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,AWD,4 Cyl 2.5 L,Gray,Gasoline,Gray,"West Milford, NJ ","112,026",CARFAX 1-Owner vehicle,Personal vehicle,"10,999.00",Service history records,Automatic,2013,Subaru,Forester 2.5X,,
2HGFG3B50FH517871,No accidents reported to CARFAX,Coupe,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,White,Gasoline,Tan,"Woodside, NY ","23,270",CARFAX 1-Owner vehicle,Personal lease vehicle,"13,250.00",Service history records,Automatic,2015,Honda,Civic LX,,
3N1AB7AP7DL774468,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Red,Gasoline,Black,"Bronx, NY ","19,729",CARFAX 1-Owner vehicle,Personal vehicle,"10,175.00",Service history records,Automatic,2013,Nissan,Sentra SV,,
1YVHP80D265M11048,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,6 Cyl 3.0 L,Burgundy,Gasoline,Tan,"Neptune, NJ ","94,216",CARFAX 1-Owner vehicle,Service history records,"5,200.00",At least 1 open recall,Automatic,2006,Mazda,Mazda6 s,Grand,Touring
19XFB2F59FE259248,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Blue,Gasoline,Gray,"Cortlandt Manor, NY ","20,569",CARFAX 1-Owner vehicle,Personal lease vehicle,"14,383.00",Service history records,Automatic,2015,Honda,Civic LX,,
5NPE34AF9FH107941,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.4 L,Black,Gasoline,Black,"Copiague, NY ","35,531",CARFAX 1-Owner vehicle,Personal lease vehicle,"12,360.00",Service history records,Automatic,2015,Hyundai,Sonata Sport,,
2T1BURHE4HC858901,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,White,Gasoline,Unspecified,"Ramsey, NJ ","24,718",CARFAX 1-Owner vehicle,Personal lease vehicle,"13,993.00",Service history records,Automatic,2017,Toyota,Corolla SE,,
5J6RE48539L018997,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,4WD,4 Cyl 2.4 L,Blue,Gasoline,Gray,"Woodside, NY ","45,832",CARFAX 1-Owner vehicle,Personal vehicle,"11,412.00",Service history records,Automatic,2009,Honda,CR-V EX,,
3N1CE2CP5EL393395,No accidents reported to CARFAX,Hatchback,No other damage reported to CARFAX,FWD,4 Cyl 1.6 L,Gray,Gasoline,Black,"West Babylon, NY ","118,379",CARFAX 1-Owner vehicle,Personal vehicle,"4,995.00",Service history record,Manual,2014,Nissan,Versa,Note SV,
3FA6P0HD5FR236767,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.5 L,Blue,Gasoline,Unspecified,"Yonkers, NY ","45,949",CARFAX 1-Owner vehicle,Service history records,"12,985.00",At least 1 open recall,Automatic,2015,Ford,Fusion SE,,
KMHDU46D78U418868,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.0 L,White,Gasoline,Tan,"Levittown, NY ","44,879",CARFAX 1-Owner vehicle,Service history records,"6,085.00",At least 1 open recall,Automatic,2008,Hyundai,Elantra GLS,,
1G4GB5G30EF213133,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,6 Cyl 3.6 L,White,Gasoline,Tan,"Irvington, NJ ","69,832",CARFAX 1-Owner vehicle,Personal vehicle,"12,988.00",Service history records,Automatic,2014,Buick,LaCrosse Leather,Group,
1G1PD5SB2E7430151,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.4 L,Gray,Gasoline,Black,"Elizabeth, NJ ","57,833",CARFAX 1-Owner vehicle,Personal vehicle,"6,995.00",Service history records,Manual,2014,Chevrolet,Cruze LT,LT1,
KM8JUCAC0DU694959,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,AWD,4 Cyl 2.4 L,Gray,Gasoline,Black,"Elizabethport, NJ ","62,783",CARFAX 1-Owner vehicle,Service history records,"11,995.00",At least 1 open recall,Automatic,2013,Hyundai,Tucson GLS,,
3HGGK5G87FM735261,No accidents reported to CARFAX,Hatchback,No other damage reported to CARFAX,FWD,4 Cyl 1.5 L,Silver,Gasoline,Black,"Somerville, NJ ","94,378",CARFAX 1-Owner vehicle,Personal vehicle,"9,495.00",Service history records,Manual,2015,Honda,Fit EX,,
5NPD74LF0HH069435,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.0 L,Black,Gasoline,Gray,"Bronx, NY ","20,625",CARFAX 1-Owner vehicle,Personal vehicle,"11,844.00",Regular oil changes,Manual,2017,Hyundai,Elantra SE,,
1N4BA41E27C806685,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,6 Cyl 3.5 L,Black,Gasoline,Black,"Elizabeth, NJ ","142,161",CARFAX 1-Owner vehicle,Personal vehicle,"4,495.00",Service history records,Automatic,2007,Nissan,Maxima ,,
JN8AS5MVXDW602817,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,AWD,4 Cyl 2.5 L,Black,Gasoline,Black,"Elizabeth, NJ ","91,719",CARFAX 1-Owner vehicle,Personal vehicle,"11,995.00",Service history records,Automatic,2013,Nissan,Rogue SV,,
WMWMF3C59ATU77564,No accidents reported to CARFAX,Hatchback,No other damage reported to CARFAX,FWD,4 Cyl 1.6 L,Silver,Gasoline,Black,"South Hackensack, NJ ","98,780",CARFAX 1-Owner vehicle,Personal vehicle,"5,496.00",Service history records,Manual,2010,Mini,Cooper ,,
1HGCR2F56FA102540,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.4 L,Black,Gasoline,Black,"Jamaica, NY ","36,688",CARFAX 1-Owner vehicle,Personal lease vehicle,"14,990.00",Service history records,Automatic,2015,Honda,Accord Sport,,
2T1BURHE2GC571443,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Black,Gasoline,Black,"Bloomfield, NJ ","27,722",CARFAX 1-Owner vehicle,Personal lease vehicle,"13,900.00",Regular oil changes,Automatic,2016,Toyota,Corolla S,,
JTKJF5C71D3053859,No accidents reported to CARFAX,Hatchback,No other damage reported to CARFAX,FWD,4 Cyl 2.5 L,White,Gasoline,Black,"Lake Hopatcong, NJ ","52,089",CARFAX 1-Owner vehicle,Personal vehicle,"9,677.00",Service history records,Automatic,2013,Scion,tC ,,
JM3KE4BE1E0375002,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,AWD,4 Cyl 2.0 L,Blue,Gasoline,Black,"East Brunswick, NJ ","86,717",CARFAX 1-Owner vehicle,Personal vehicle,"11,994.00",Service history records,Automatic,2014,Mazda,CX-5 Sport,,
19XFB2F57FE251617,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Unspecified,Gasoline,Unspecified,"Staten Island, NY ","11,131",CARFAX 1-Owner vehicle,Personal lease vehicle,"13,995.00",Service history records,Automatic,2015,Honda,Civic LX,,
3FA6P0HD8ER350986,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.5 L,Black,Gasoline,Black,"North Plainfield, NJ ","51,512",CARFAX 1-Owner vehicle,Service history records,"11,680.00",At least 1 open recall,Automatic,2014,Ford,Fusion SE,,
1C4NJRFB4FD409149,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,4WD,4 Cyl 2.4 L,Gray,Gasoline,Tan,"Queens Village, NY ","41,013",CARFAX 1-Owner vehicle,Personal lease vehicle,"14,463.00",Service history records,Automatic,2015,Jeep,Patriot Latitude,,
3VW2K7AJ4FM210350,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.0 L,Black,Gasoline,Black,"Neptune, NJ ","31,069",CARFAX 1-Owner vehicle,Service history records,"10,200.00",VW WorldAuto Certified Pre-Owned,Automatic,2015,Volkswagen,Jetta S,,
5XXGM4A75FG379431,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.4 L,Black,Gasoline,Unspecified,"West Nyack, NY ","36,766",CARFAX 1-Owner vehicle,Personal lease vehicle,"12,000.00",Service history records,Automatic,2015,Kia,Optima LX,,
1N4AL3AP6FC298978,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.5 L,Gray,Gasoline,Black,"Bronx, NY ","15,281",CARFAX 1-Owner vehicle,Service history records,"13,985.00",Nissan Certified Pre-Owned,Automatic,2015,Nissan,Altima S,,
JTDKN3DU7D5614531,No accidents reported to CARFAX,Hatchback,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,White,Hybrid,Black,"Budd Lake, NJ ","82,849",CARFAX 1-Owner vehicle,Personal vehicle,"11,495.00",Service history records,Automatic,2013,Toyota,Prius Persona,Series,
3FA6P0HR7ER250616,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.6 L,Blue,Gasoline,Black,"Mahopac, NY ","37,465",CARFAX 1-Owner vehicle,Ford Certified Pre-Owned,"13,979.00",At least 1 open recall,Manual,2014,Ford,Fusion SE,,
JN8AF5MV5FT551154,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,AWD,4 Cyl 1.6 L,Silver,Gasoline,Black,"Long Island City, NY ","19,941",CARFAX 1-Owner vehicle,Service history records,"11,995.00",At least 1 open recall,Automatic,2015,Nissan,Juke S,,
1HGCR2F34FA073358,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.4 L,Black,Gasoline,White,"Hackettstown, NJ ","39,980",CARFAX 1-Owner vehicle,Personal lease vehicle,"13,695.00",Service history records,Automatic,2015,Honda,Accord LX,,
1N4AL3AP2GN344960,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.5 L,Silver,Gasoline,Black,"Bronx, NY ","7,738",CARFAX 1-Owner vehicle,Service history records,"14,915.00",Nissan Certified Pre-Owned,Automatic,2016,Nissan,Altima S,,
3VWDP7AJ5DM210039,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,5 Cyl 2.5 L,White,Gasoline,Tan,"Manasquan, NJ ","27,065",CARFAX 1-Owner vehicle,Personal vehicle,"10,298.00",Service history records,Automatic,2013,Volkswagen,Jetta SE,,
1FA6P0HD9G5113199,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.5 L,Unspecified,Gasoline,Tan,"Asbury Park, NJ ","44,836",CARFAX 1-Owner vehicle,Service history records,"13,895.00",At least 1 open recall,Automatic,2016,Ford,Fusion SE,,
19XFB2F81FE213617,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Unspecified,Gasoline,Black,"Glen Head, NY ","29,960",CARFAX 1-Owner vehicle,Personal lease vehicle,"14,798.00",Service history records,Automatic,2015,Honda,Civic EX,,
2GNFLFEK0F6210314,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,AWD,4 Cyl 2.4 L,Unspecified,Gasoline,Unspecified,"Brooklyn, NY ","84,428",CARFAX 1-Owner vehicle,Personal lease vehicle,"14,500.00",Service history records,Automatic,2015,Chevrolet,Equinox LT,LT1,
1YVHZ8BH8A5M18587,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.5 L,Silver,Gasoline,Gray,"Huntington Station, NY ","100,916",CARFAX 1-Owner vehicle,Service history record,"5,595.00",At least 1 open recall,Automatic,2010,Mazda,Mazda6 i,Sport,
JF1GJAA60CG011666,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,AWD,4 Cyl 2.0 L,Red,Gasoline,Black,"Hicksville, NY ","36,789",CARFAX 1-Owner vehicle,Personal vehicle,"11,338.00",Regular oil changes,Manual,2012,Subaru,Impreza 2.0i,,
1N4AL3AP7EC325698,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.5 L,Black,Gasoline,Black,"Patchogue, NY ","42,836",CARFAX 1-Owner vehicle,Personal vehicle,"10,900.00",Service history records,Automatic,2014,Nissan,Altima S,,
19XFB2F58FE213944,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Silver,Gasoline,Black,"New Rochelle, NY ","33,975",CARFAX 1-Owner vehicle,Personal lease vehicle,"12,725.00",Service history records,Automatic,2015,Honda,Civic LX,,
WBAKF5C50BE655662,No accidents reported to CARFAX,Coupe,No other damage reported to CARFAX,AWD,6 Cyl 3.0 L,Silver,Gasoline,Tan,"Elizabeth, NJ ","80,895",CARFAX 1-Owner vehicle,Regular oil changes,"10,995.00",At least 1 open recall,Automatic,2011,BMW,3,Series 328i,xDrive
1G1PA5SG2E7248888,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Unspecified,Gasoline,Unspecified,"Scarsdale, NY ","38,283",CARFAX 1-Owner vehicle,Personal vehicle,"9,695.00",Service history records,Automatic,2014,Chevrolet,Cruze LS,,
3N1AB7AP7FL630079,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Black,Gasoline,Black,"Syosset, NY ","30,658",CARFAX 1-Owner vehicle,Service history records,"10,290.00",Nissan Certified Pre-Owned,Automatic,2015,Nissan,Sentra SV,,
JN8AS5MV4FW761349,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,AWD,4 Cyl 2.5 L,Gray,Gasoline,Gray,"Syosset, NY ","20,750",CARFAX 1-Owner vehicle,Service history records,"14,490.00",Nissan Certified Pre-Owned,Automatic,2015,Nissan,Rogue S,,
JTHBJ46G372059400,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,6 Cyl 3.5 L,Unspecified,Gasoline,Unspecified,"Saint James, NY ","97,000",CARFAX 1-Owner vehicle,Personal vehicle,"8,990.00",Service history records,Automatic,2007,Lexus,ES 350,,
3VWDP7AJ1DM442573,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,5 Cyl 2.5 L,White,Gasoline,Unspecified,"Lynbrook, NY ","39,097",CARFAX 1-Owner vehicle,Personal vehicle,"9,995.00",Service history records,Automatic,2013,Volkswagen,Jetta SE,,
